ano,prev_exc_peso,prev_exc_peso_se,prev_exc_peso_low,prev_exc_peso_upp,prev_obesity,prev_obesity_se,prev_obesity_low,prev_obesity_upp
2013,0.40259727893118075,0.005522398421806285,0.3917716005996899,0.4134229572626716,0.34359715343124797,0.00510199061071359,0.3335956097208602,0.3535986971416357
2019,0.6025040573335629,0.012863407495586104,0.5772876384594327,0.6277204762076932,0.2590301212151115,0.01820976682570005,0.22333311728869018,0.2947271251415328
